회사명,제목,링크,지역,경력,학력,고용형태,마감일,직무분야,연봉정보
(주)웨인테크놀로지,[신입/경력] 핀테크 웹 개발자 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49244941&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=3c026511-2db1-432f-be2c-e1cbc62de17a,경기 과천시,경력무관,초대졸↑,정규직,~ 11/29(금),"Python, C++, Java, 솔루션, 웹개발 외                    등록일 24/10/22",IT개발·데이터 스크랩 급상승
한국딥러닝(주),[신입/인턴]  AI 프로젝트 매니저(APM),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49322739&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=3c026511-2db1-432f-be2c-e1cbc62de17a,서울 서초구,신입,대졸↑,계약직·인턴직,~ 11/30(토),"Python, 솔루션, 기술기획, 서비스기획, 웹기획 외                    수정일 24/11/19",인기있는
(주)아이오티플렉스,(기업부설연구소)웹&모바일 솔루션 개발자 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49355253&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=3c026511-2db1-432f-be2c-e1cbc62de17a,부산 해운대구,경력1년↑,대졸↑,정규직,~ 12/07(토),"Python, C++, Java, Linux, 솔루션 외                    수정일 24/11/07",IT개발·데이터 지원 급상승
(주)클루커스,[클루커스] 클라우드 운영 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49452574&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=3c026511-2db1-432f-be2c-e1cbc62de17a,경기 용인시 기흥구,경력4년↑,학력무관,정규직,상시채용,"Python, Linux, AWS, 기술지원, 네트워크 외                    수정일 24/11/26",500억 이상 투자유치
신비앤텍(주),전기차 충전기 웹/앱 개발 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49475061&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=3c026511-2db1-432f-be2c-e1cbc62de17a,충남전체,신입·경력,학력무관,정규직,진행예정,"Python, Java, Linux, 웹개발, 앱개발 외                    등록일 24/11/26",취업축하금
(주)덴컴,[AI 전문기업 덴컴] ML Optimization 엔지니어 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49333366&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=3c026511-2db1-432f-be2c-e1cbc62de17a,서울 강남구,경력무관,대졸↑,정규직,~ 12/04(수),"Python, C++, 딥러닝, 솔루션, 머신러닝 외                    수정일 24/11/14",시리즈A 투자유치
디딤365(주),클라우드 SE 신입 및 경력사원 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49360930&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=3c026511-2db1-432f-be2c-e1cbc62de17a,서울 구로구,신입·경력,초대졸↑,정규직,상시채용,"Python, 솔루션, AWS, SE(시스템엔지니어), 클라우드 외                    등록일 24/11/08",인기있는
(주)두다지,불법 저작권 모니터링 시스템 개발 및 운영,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49404259&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=3c026511-2db1-432f-be2c-e1cbc62de17a,서울 관악구,신입·경력,대졸↑,정규직,~ 12/17(화),"Python, 웹개발, 백엔드/서버개발, 퍼블리셔, 프론트엔드 외                    수정일 24/11/19",취업축하금
주식회사 몹티콘,스마트 교통 시스템/임베디드 S/W 개발자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49414507&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=3c026511-2db1-432f-be2c-e1cbc62de17a,서울 구로구,경력무관,대졸↑,정규직,~ 12/20(금),"Python, C++, Linux, 임베디드, 펌웨어 외                    등록일 24/11/17",연봉상승률 20% 이상
(주)베리타스자산대부,[베리타스] IT팀 신입/경력사원 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49305998&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=3c026511-2db1-432f-be2c-e1cbc62de17a,서울 서초구,경력무관,초대졸↑,계약직,~ 11/30(토),"Python, Java, 백엔드/서버개발, 유지보수, SQL 외                    등록일 24/10/31",IT개발·데이터 스크랩 급상승
(주)컴트루테크놀로지,[AI인공지능/정보보안] 딥러닝 아키텍쳐 (AI/알고리즘연구),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49377669&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=3c026511-2db1-432f-be2c-e1cbc62de17a,서울 마포구,신입·경력,대졸↑,정규직,~ 11/30(토),"Python, Java, 딥러닝, 솔루션, 머신러닝 외                    수정일 24/11/19",공공·복지 지원 TOP100
(주)해양정보기술,수치모델링/빅데이터분석 및 딥러닝 부문채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49385496&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=3c026511-2db1-432f-be2c-e1cbc62de17a,서울 금천구,경력무관,대졸↑,정규직,~ 12/12(목),"Python, C++, 딥러닝, 모델링, 빅데이터 외                    등록일 24/11/12",IT개발·데이터 스크랩 급상승
부경대학교,[국비전액무료 / 기숙사지원]  소프트웨어개발 취업연계 교육생,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49191995&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=3c026511-2db1-432f-be2c-e1cbc62de17a,부산 남구,경력무관,대졸↑,교육생,~ 12/05(목),"Python, C++, Java, 딥러닝, Linux 외                    수정일 24/10/17",IT개발·데이터 스크랩 급상승
그래디언트 바이오컨버전스,인공지능팀 AI 연구원 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49326920&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=3c026511-2db1-432f-be2c-e1cbc62de17a,인천 연수구,경력,석사↑,정규직,~ 12/03(화),"Python, C++, Java, 솔루션, AI(인공지능) 외                    수정일 24/11/06",취업축하금
(주)비투엔,"[비투엔]  데이터 컨설팅 및 구축 사업, PM/PL급 담당자 채용",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49460690&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=3c026511-2db1-432f-be2c-e1cbc62de17a,서울 용산구,신입·경력,초대졸↑,정규직·계약직,~ 12/25(수),"Python, 딥러닝, 머신러닝, 데이터분석가, 데이터엔지니어 외                    등록일 24/11/25",인기있는
한화모멘텀(주),[한화모멘텀(주)] 스마트팩토리 솔루션 SW개발분야 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49378734&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=3c026511-2db1-432f-be2c-e1cbc62de17a,경기 성남시 분당구,경력무관,대졸↑,정규직,~ 12/11(수),"Python, C++, Java, 딥러닝, 솔루션 외                    수정일 24/11/13",인기있는
(주)딥인사이트,Data Scientist,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49394861&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=7debc1b8-fc93-4314-829c-73bb98aa2e5a,경기전체,신입·경력,대졸↑,정규직,~ 12/12(목),"Python, C++, 딥러닝, 머신러닝, 알고리즘 외                    등록일 24/11/13",취업축하금
(주)보스반도체,[직접입력] SOC TOP Design Enginer,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49359510&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=7debc1b8-fc93-4314-829c-73bb98aa2e5a,경기 성남시 분당구,경력무관,대졸↑,정규직,~ 12/07(토),"Python, C++, Linux, 백엔드/서버개발, 프론트엔드 외                    등록일 24/11/07",평균연봉 상위 10%
(주)보스반도체,SOC RTL Design/Verification Enginer,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49379659&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=7debc1b8-fc93-4314-829c-73bb98aa2e5a,경기 성남시 분당구,경력무관,대졸↑,정규직,~ 12/11(수),"Python, C++, Java, Linux, 백엔드/서버개발 외                    등록일 24/11/11",평균연봉 상위 10%
(주)바로팜,데이터 엔지니어 경력 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49464713&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=7debc1b8-fc93-4314-829c-73bb98aa2e5a,서울 강남구,경력 5~12년,학력무관,정규직,진행예정,"Python, AWS, 웹개발, 알고리즘, 백엔드/서버개발 외                    등록일 24/11/25",취업축하금
(주)아이넥스코퍼레이션,[QA/테스터] Software QA Engineer (삼성동 근무),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49213293&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=7debc1b8-fc93-4314-829c-73bb98aa2e5a,서울 강남구,경력3년↑,대졸↑,정규직,~ 12/14(토),"Python, C++, QA/테스터, S/W, 인터페이스 외                    수정일 24/11/14",연봉상승률 10% 이상
캡슐미디어(주),웹 개발 프론트 엔지니어 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49462020&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=7debc1b8-fc93-4314-829c-73bb98aa2e5a,서울 강남구,경력 5~20년,대졸↑,정규직,~ 12/24(화),"Python, AWS, 웹개발, 기술지원, 백엔드/서버개발 외                    수정일 24/11/25",취업축하금
(주)에브리심,소프트웨어 개발자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49464559&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=7debc1b8-fc93-4314-829c-73bb98aa2e5a,대전전체,경력 1~10년,대졸↑,정규직,~ 12/18(수),"Python, C++, AWS, 웹개발, 백엔드/서버개발 외                    등록일 24/11/25",취업축하금
씨케이브릿지(주),React 프론트엔드 개발자 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49464273&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=7debc1b8-fc93-4314-829c-73bb98aa2e5a,부산전체,경력 2~10년,대졸↑,정규직,~ 12/24(화),"Python, Java, 웹개발, 백엔드/서버개발, 퍼블리셔 외                    등록일 24/11/25",취업축하금
(주)아이오코드,(주)아이오코드 신입 경력 백엔드 개발자 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49190990&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=7debc1b8-fc93-4314-829c-73bb98aa2e5a,부산 해운대구,신입·경력,대졸↑,정규직,~ 12/13(금),"Python, C++, Java, Linux, 머신러닝 외                    등록일 24/10/14",연봉상승률 10% 이상
(주)테스트웍스,[잠실 IT 기업] Robot Vision 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49329805&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=7debc1b8-fc93-4314-829c-73bb98aa2e5a,서울 송파구,경력무관,대졸↑,정규직,채용시,"Python, C++, 딥러닝, 솔루션, 머신러닝 외                    등록일 24/11/04",시리즈B 투자유치
(주)마인즈앤컴퍼니,[인공지능솔루션] 엔지니어 직군 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49334138&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=7debc1b8-fc93-4314-829c-73bb98aa2e5a,서울 강남구,경력 3~20년,대졸↑,정규직·전문연구요원,~ 01/03(금),"Python, 딥러닝, Linux, 솔루션, 머신러닝 외                    수정일 24/11/08",연봉상승률 10% 이상
(주)팜팜,백엔드 개발자 [신입],https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49360451&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=7debc1b8-fc93-4314-829c-73bb98aa2e5a,광주전체,신입·경력,학력무관,정규직,~ 12/06(금),"Python, AWS, 웹개발, 백엔드/서버개발, DBA 외                    등록일 24/11/08",취업축하금
(주)웹라이트,[RPA 개발] 경력 및 신입 개발자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49365949&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=7debc1b8-fc93-4314-829c-73bb98aa2e5a,서울 강남구,경력무관,초대졸↑,정규직,~ 12/08(일),"Python, C++, Java, 솔루션, RPA 외                    등록일 24/11/08",
(주)지필로스,"[지필로스] 개발본부 S/W, H/W개발, 기구설계 업무 담당자 모집",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49378245&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=7debc1b8-fc93-4314-829c-73bb98aa2e5a,경기 용인시 기흥구,경력무관,대졸↑,정규직,채용시,"Python, C++, 알고리즘, 펌웨어, 신재생에너지 외                    수정일 24/11/18",성과급/상여금
블루닷(주),딥러닝 알고리즘 엔지니어(신입),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49406017&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=7debc1b8-fc93-4314-829c-73bb98aa2e5a,서울 강남구,신입·경력,대졸↑,정규직,~ 12/17(화),"Python, C++, Java, 딥러닝, Linux 외                    등록일 24/11/15",취업축하금
(주)에이아이트릭스,Solution Engineer,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49437720&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=7debc1b8-fc93-4314-829c-73bb98aa2e5a,서울 강남구,신입·경력,대졸↑,정규직,~ 12/22(일),"Python, Linux, 솔루션, 머신러닝, 웹개발 외                    등록일 24/11/20",취업축하금
에이엠(주),SW Application 개발,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49453002&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=7debc1b8-fc93-4314-829c-73bb98aa2e5a,경기전체,신입·경력,대졸↑,정규직,~ 12/21(토),"Python, C++, Java, Linux, 웹개발 외                    등록일 24/11/22",취업축하금
(주)테스트웍스,[잠실 IT 기업] LLM 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49453289&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=7debc1b8-fc93-4314-829c-73bb98aa2e5a,서울 송파구,경력무관,대졸↑,정규직,채용시,"Python, C++, 딥러닝, 솔루션, 머신러닝 외                    등록일 24/11/22",시리즈B 투자유치
아우토크립트(주),Back-End개발자,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49468016&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=7debc1b8-fc93-4314-829c-73bb98aa2e5a,서울 영등포구,경력무관,대졸↑,정규직,~ 01/24(금),"Python, C++, 솔루션, 알고리즘, 백엔드/서버개발 외                    등록일 24/11/25",IT개발·데이터 지원 급상승
케이에이앤,SW 개발원 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49469662&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=7debc1b8-fc93-4314-829c-73bb98aa2e5a,울산 북구,경력무관,대졸↑,정규직,~ 12/26(목),"Python, 웹개발, 앱개발, Flutter, MySQL 외                    등록일 24/11/26",급성장중
